palabra,frecuencia
"República,",26394
prácticamente,26394
desvío,26394
🥰,26394
lluvia,26394
resuelva,26394
🙌,26394
Maldito,26394
apoyen,26394
murió,26394
comento,26394
renuncia.,26394
esta.,26394
Callate,26394
santo,26394
tiras,26394
presentación,26394
neta?,26394
Políticos,26394
protagonismo,26394
chingada.,26394
Hacer,26394
franciscana,26394
saluda,26394
gobernar.,26394
14,26394
Animo,26394
dirección,26394
#CallatePalero,26394
plazas,26394
estatales,26394
territorio,26394
Mexico!,26394
Personas,26394
hdtpm,26394
Ánimo,26394
Sido,26394
metieron,26394
Cálmate,26394
felicidades.,26394
verlo,26394
compras,26394
☺️,26394
reciba,26394
Cd,26394
NUESTRA,26394
"amigos,",26394
cuide,26394
consta,26394
"Hidalgo,",26394
Veo,26394
abandono,26394
Mañana,26394
bajado,26394
cargar,26394
usen,26394
Nieto,26394
"congruente,",26394
Mexico?,26394
bien...,26394
no...,26394
ayudas,26394
original,26394
diré,26394
tamales,26394
🤫,26394
"Oye,",26394
pedirle,26394
unido,26394
¿Le,26394
¿Pero,26394
referente,26394
vocación,26394
hicieras,26394
políticamente,26394
dieran,26394
cargo.,26394
jalar,26394
11,26394
talento,26394
"rateros,",26394
siglo,26394
salarios,26394
ejército.,26394
kilo,26394
vallan,26394
Constitución,26394
fundamental,26394
43,26394
exceso,26394
gobiernan,26394
"septiembre,",26394
oficio,26394
"real,",26394
Presidencia,26394
sacaron,26394
"fifis,",26394
quedará,26394
queden,26394
cambiado,26394
Entiendo,26394
lavar,26394
ampliación,26394
4t.,26394
"Sonora,",26394
revisen,26394
Congreso,26394
ASÍ,26394
constitucional,26394
"""muera",26394
romper,26394
cuida,26394
sumar,26394
delincuencia.,26394
quedes,26394
"también,",26394
lluvias,26394
arreglen,26394
"estupidez,",26394
daba,26394
importante.,26394
desgracias,26394
mediocre.,26394
miedo.,26394
metiendo,26394
💩💩,26394
recursos.,26394
bananero,26394
nunca.,26394
creación,26394
constante,26394
Aqui,26394
sentirse,26394
PLURINOMINAL,26394
homenaje,26394
viniendo,26394
👏🏽👏🏽👏🏽,26394
"derecha,",26394
exijo,26394
😞,26394
arrastrarse,26394
cumpla,26394
pacto,26394
cambiaste,26394
petición,26394
todo!,26394
😬,26394
bolsillo,26394
exigimos,26394
CADA,26394
90,26394
cumpliendo,26394
repugnante,26394
administraciones,26394
raza,26394
escuchando,26394
foto?,26394
señalar,26394
Sal,26394
mugre,26394
#SimulacroNacional2022,26394
Historia,26394
elegir,26394
pida,26394
niega,26394
desabasto,26394
cuentas.,26394
"transformación,",26394
tareas,26394
viajes,26394
dias,26394
descarado,26394
Tantos,26394
"Nacional,",26394
aprobar,26394
inseguro,26394
sismo.,26394
"hay,",26394
Pareces,26394
OTRO,26394
Súper,26394
fuentes,26394
boleta,26394
propuestas.,26394
directa,26394
Edo,26394
😘,26394
Bendiciones,26394
susto,26394
"embargo,",26394
manera.,26394
encuentro,26394
probar,26394
4ta.,26394
disposición,26394
maromas,26394
¿Como,26394
date,26394
tik,26394
tomó,26394
He,26394
dejara,26394
dividir,26394
importa.,26394
pensaba,26394
vdd,26394
aplicación,26394
liderazgo,26394
TANTO,26394
cien,26394
respetan,26394
ocurrió,26394
meterte,26394
da.,26394
"sismo,",26394
Lee,26394
"poco,",26394
conjunto,26394
kakas,26394
KKS,26394
👇👇👇,26394
iniciar,26394
Mexicanos.,26394
prensa,26394
tomas,26394
violencia.,26394
Hacen,26394
Hernández,26394
¿Porque,26394
revisión,26394
FONDEN,26394
JUSTICIA,26394
billete,26394
sucio,26394
relación,26394
informes,26394
generan,26394
fanáticos,26394
crees?,26394
etapa,26394
maestros,26394
Nobel,26394
karma,26394
"parte,",26394
ridiculez,26394
entró,26394
demostrando,26394
"mentira,",26394
lealtad,26394
pides,26394
hace.,26394
ocasión,26394
"cáncer,",26394
Campeche,26394
"economía,",26394
escenario,26394
precios,26394
aver,26394
mundial.,26394
Nombre,26394
buscas,26394
útil,26394
canal,26394
salud.,26394
población.,26394
enviar,26394
"paso,",26394
ESTADO,26394
humano.,26394
presi,26394
hechas,26394
pagada,26394
"puesto,",26394
trato,26394
cabeza.,26394
nosotros.,26394
sesión,26394
recuerden,26394
promoviendo,26394
pensado,26394
semanas,26394
Basura,26394
morenacos,26394
construido,26394
creí,26394
🙈,26394
¿no?,26394
bailar,26394
"""Muera",26394
"hacen,",26394
pases,26394
batalla,26394
médico,26394
2021,26394
Jorge,26394
tuyo.,26394
olvidan,26394
quisieras,26394
ridículas,26394
👏🏼👏🏼,26394
PAIS,26394
imagen.,26394
TODAS,26394
bolas,26394
esperas,26394
porras,26394
operación,26394
eh,26394
😡😡😡,26394
pierdas,26394
respete,26394
acabas,26394
cierra,26394
"yo,",26394
aviso,26394
"Guanajuato,",26394
vengan,26394
convirtió,26394
generaciones,26394
agradezco,26394
"civil,",26394
Dudo,26394
Pinch3,26394
agua.,26394
irresponsable,26394
mire,26394
ningun,26394
humildad,26394
"libertad,",26394
fortuna,26394
😃,26394
institución,26394
Orgullo,26394
últimas,26394
"cabeza,",26394
Ah!,26394
indica,26394
quejan,26394
nariz,26394
Peje,26394
éstos,26394
Anaya,26394
"hijos,",26394
hablen,26394
SEGURIDAD,26394
debiste,26394
tragedias,26394
kks.,26394
vuelto,26394
incompetentes,26394
pela,26394
rosa,26394
preocuparse,26394
"Ok,",26394
sacó,26394
TRABAJO,26394
déjate,26394
EEUU,26394
anillo,26394
"habla,",26394
LÓPEZ,26394
DIA,26394
#NoALaMilitarizacion,26394
Pronto,26394
planeta,26394
"Mexicanos,",26394
NARCO,26394
pueblo!,26394
BASURA,26394
vez.,26394
decencia,26394
seguro.,26394
tranza,26394
seras,26394
señoras,26394
tienen.,26394
poderes,26394
negra,26394
“El,26394
Federal,26394
(si,26394
robos,26394
principales,26394
legal,26394
países.,26394
😱,26394
veré,26394
"criminal,",26394
balazos,26394
🐖,26394
trabajos,26394
aseguro,26394
creado,26394
tiene.,26394
problema.,26394
Luna,26394
función,26394
cosa.,26394
farsante,26394
morenistas,26394
celebración,26394
Quieres,26394
ademas,26394
Michoacán,26394
comunidades,26394
🎉,26394
mineros,26394
protegiendo,26394
llenos,26394
cayo,26394
Voy,26394
asumir,26394
gas,26394
"amo,",26394
Saludos!,26394
aguanta,26394
jajajaj,26394
mueve,26394
chingaderas,26394
raya,26394
agradable,26394
trabajo!,26394
150,26394
periodo,26394
enfermos,26394
atacan,26394
mugrena,26394
VERDAD,26394
linda,26394
robar.,26394
PUEDE,26394
invitaron,26394
placer,26394
🤮🤮🤮🤮🤮,26394
reto,26394
acaban,26394
🤣😂,26394
invita,26394
perdidas,26394
viaja,26394
hermosos,26394
reclamo,26394
usas,26394
aportación,26394
piense,26394
moda,26394
capacitación,26394
¡Muchas,26394
"Así,",26394
Debe,26394
Supongo,26394
gana.,26394
segundos,26394
urnas,26394
voluntad,26394
mañanera,26394
vino,26394
fracasado,26394
AÑOS,26394
hablo,26394
Increíble,26394
tomen,26394
sismos,26394
contento,26394
permisos,26394
imposible,26394
quieren.,26394
cambiando,26394
metan,26394
porfa,26394
secuestros,26394
convertido,26394
paren,26394
osea,26394
Simplemente,26394
explica,26394
acostumbrados,26394
críticas,26394
"nuevo,",26394
terremoto,26394
evidente,26394
ó,26394
mandas,26394
correr,26394
representas.,26394
"otra,",26394
mierda.,26394
infraestructura,26394
reunión,26394
llamo,26394
Cacas,26394
pasaste,26394
Faltó,26394
criticando,26394
desgobierno,26394
ilegal,26394
Mesías,26394
Alejandro,26394
adversarios,26394
orejas,26394
Resultados,26394
sumisión,26394
regular,26394
criminal.,26394
noche.,26394
cédula,26394
twitter,26394
bien!!,26394
Vive,26394
incompetencia,26394
manejo,26394
Día,26394
",es",26394
fines,26394
naco,26394
paquete,26394
semáforos,26394
audiencia,26394
intenta,26394
sabrá,26394
zopilota,26394
votaste,26394
encabeza,26394
centros,26394
amistades,26394
judicial,26394
Loret,26394
#LopezDebeSerJuzgadoYEncarcelado,26394
cuiden,26394
detrás,26394
i,26394
disculpe,26394
distinto,26394
evento.,26394
listos,26394
damos,26394
alv,26394
guarda,26394
eso!,26394
"antes,",26394
m,26394
RENUNCIA,26394
pasaron,26394
re,26394
Váyase,26394
amistad,26394
canasta,26394
olvidado,26394
finalmente,26394
convencer,26394
máximo,26394
dirigido,26394
mueran,26394
revise,26394
escribas,26394
pierden,26394
Mexicano,26394
ejercicio,26394
opinando,26394
gobierno...,26394
reformas,26394
creyó,26394
conseguir,26394
Hubieras,26394
"lado,",26394
atiendan,26394
DESDE,26394
enfrentar,26394
clásico,26394
¡VIVA,26394
"hocico,",26394
Disculpe,26394
claras,26394
decirlo,26394
verdaderas,26394
beneficia,26394
objetivo,26394
psicópata,26394
"hecho,",26394
😭,26394
carece,26394
Miserable,26394
amlo.,26394
mamen,26394
lugar.,26394
"Presidente,",26394
"sociedad,",26394
Felicidades!,26394
ejemplo.,26394
KKs,26394
servirá,26394
MÉXICO.,26394
representa.,26394
"grande,",26394
sujeto,26394
mesa,26394
RATEROS,26394
"ignorantes,",26394
impune,26394
lujos,26394
proponen,26394
dato,26394
Ningún,26394
cartera,26394
presa,26394
parodia,26394
acepta,26394
estudiando,26394
entregan,26394
pretendes,26394
Ayer,26394
informan,26394
ayuden,26394
saldo,26394
"importante,",26394
"tienen,",26394
económica,26394
quema,26394
🤔🤔🤔,26394
calzones,26394
😔,26394
"ello,",26394
cochinero,26394
"atención,",26394
fortalecer,26394
caso.,26394
"desaparecidos,",26394
Esperando,26394
Afortunadamente,26394
colmo,26394
tratan,26394
estructura,26394
oh,26394
cielo,26394
amante,26394
Ante,26394
"mms,",26394
vengas,26394
Fueron,26394
organizado.,26394
opinas,26394
pretenden,26394
Excelente!,26394
mienten,26394
alcohol,26394
largas,26394
morena?,26394
fuertes,26394
reyes,26394
aceptan,26394
vías,26394
afortunadamente,26394
papa,26394
¿verdad?,26394
#AMLO,26394
ignorantes.,26394
tarjetas,26394
fomentar,26394
gráfica,26394
Salud,26394
oficina,26394
TAMBIÉN,26394
#ElPeorPresidenteDeLaHistoria,26394
asistir,26394
pidan,26394
patrón.,26394
reuniones,26394
mitómano,26394
razones,26394
bajos,26394
terminará,26394
generación,26394
Malditos,26394
cubrir,26394
ESTÁN,26394
consulta,26394
hice,26394
nació,26394
metido,26394
eres!,26394
",y",26394
llegues,26394
victoria,26394
"organizado,",26394
"País,",26394
pasado.,26394
arrastrado,26394
toco,26394
"perdón,",26394
tomaron,26394
considera,26394
"importa,",26394
seguimiento,26394
punta,26394
nómina,26394
presentes,26394
QUEREMOS,26394
acudir,26394
😂🤣😂🤣,26394
MENTIRAS,26394
cuarta.,26394
perdiste,26394
ver.,26394
Solamente,26394
"miserable,",26394
Puebla,26394
"nación,",26394
irán,26394
esperaba,26394
humo,26394
Felices,26394
¿ya,26394
opiniones,26394
"buena,",26394
👏👏👏👏👏👏,26394
traiciona,26394
#AmloElReyDelCash,26394
histórica,26394
valga,26394
dándole,26394
recibes,26394
diputado,26394
verde,26394
ayudan,26394
Hipócritas,26394
"pendejadas,",26394
decirles,26394
suficientes,26394
balcón,26394
"haces,",26394
moral.,26394
Super,26394
atención.,26394
directamente,26394
"otros,",26394
aliado,26394
dicha,26394
Tabasco,26394
mordió,26394
presumes,26394
¿Con,26394
13,26394
continuidad,26394
ingresos,26394
opciones,26394
segun,26394
tira,26394
avenida,26394
demuestre,26394
NUESTROS,26394
responde,26394
neoliberal,26394
tonterías.,26394
guardar,26394
"mexicano,",26394
lamentablemente,26394
#LigaDeGuerreros,26394
gatos,26394
empiezan,26394
"el,",26394
Información,26394
metiche,26394
fanatismo,26394
andaba,26394
aprobación,26394
principio,26394
sabiendo,26394
ocurrencias,26394
proponga,26394
VAMOS,26394
discurso.,26394
VIDA,26394
serviles,26394
odian,26394
lamerle,26394
sabido,26394
Hagan,26394
acuerdos,26394
dijera,26394
tomado,26394
bravo,26394
metió,26394
saqueando,26394
pal,26394
miserable.,26394
Cartel,26394
covid,26394
chance,26394
"momento,",26394
éso,26394
celular,26394
afán,26394
situaciones,26394
ésto,26394
rodillas,26394
diálogo,26394
plena,26394
Órale,26394
mama,26394
/,26394
jugar,26394
"humanos,",26394
pasos,26394
"propuesta,",26394
cierre,26394
Ahh,26394
hipócritas.,26394
salva,26394
novedad,26394
compañeras,26394
"qué,",26394
parasito,26394
también?,26394
plazo,26394
"sabes,",26394
lis,26394
💩💩💩💩,26394
CHATPM,26394
prometido,26394
gracias!,26394
escriben,26394
narco.,26394
rejas,26394
cambian,26394
pagamos.,26394
¿Así,26394
desperdicio,26394
productivo,26394
reglas,26394
promesa,26394
grito.,26394
militantes,26394
claro.,26394
pierdes,26394
"calidad,",26394
aprovechar,26394
Lamentablemente,26394
Pena,26394
preparado,26394
tod@s,26394
Orgullosa,26394
Wey,26394
checar,26394
avergüenza,26394
convicción,26394
ajeno.,26394
comprenderás,26394
hermosas,26394
Mire,26394
jeta,26394
"ideas,",26394
sintió,26394
abusos,26394
sea.,26394
español,26394
Castillo,26394
"valores,",26394
confirma,26394
#LopezBasuraPresidencial,26394
vergüenza!,26394
supuestamente,26394
ESTAMOS,26394
interior,26394
MUERTOS,26394
…..,26394
alumnos,26394
medias,26394
analfabeta,26394
"nunca,",26394
Enrique,26394
digamos,26394
😠,26394
😀,26394
🙂,26394
AMLO?,26394
división,26394
dádivas,26394
celebrando,26394
vivos,26394
chile,26394
comunistas,26394
carretera,26394
metes,26394
méxico,26394
"esta,",26394
nefastos,26394
",pero",26394
impuestos?,26394
disfrutando,26394
"hablar,",26394
envío,26394
propiedad,26394
entregado,26394
tanto.,26394
hablar.,26394
imagínate,26394
decías,26394
verlos,26394
quedarán,26394
falla,26394
solicito,26394
matrimonio,26394
realizado,26394
sr.,26394
Tengan,26394
más!,26394
manteniendo,26394
públicos.,26394
Bienestar,26394
ya!,26394
Miss,26394
oso,26394
🙃,26394
imaginar,26394
material,26394
"leyes,",26394
señores,26394
beneficiar,26394
retiro,26394
comprando,26394
"narcos,",26394
posibles,26394
movimiento.,26394
#AMLOLujoDePresidente,26394
imbéciles,26394
vendió,26394
éxitos,26394
iguales.,26394
ocupan,26394
muestre,26394
"delincuentes,",26394
#,26394
pensiones,26394
tirado,26394
Siendo,26394
Éxito,26394
B,26394
Felicidades.,26394
bases,26394
"trabaja,",26394
escribiendo,26394
planta,26394
cabecita,26394
Total,26394
caerá,26394
bienvenido,26394
pasada,26394
luna,26394
social.,26394
Sigo,26394
SABE,26394
"adelante,",26394
pilas,26394
¡¡¡,26394
enfrente,26394
espectacular,26394
exhibe,26394
mentira.,26394
viejos,26394
pantalones,26394
militarización.,26394
nuevo.,26394
diferencias,26394
"federal,",26394
san,26394
transformación.,26394
serios,26394
saludos.,26394
CARA,26394
jajajajaj,26394
guerra.,26394
ego,26394
extraordinario,26394
"ineptitud,",26394
#DonPendejo,26394
politico,26394
desgraciadamente,26394
calles.,26394
muertos.,26394
rostro,26394
médicos,26394
excelentes,26394
conmigo,26394
avanza,26394
sepan,26394
pagaste,26394
patrimonio,26394
mmda,26394
utilizan,26394
"Gobierno,",26394
Estado.,26394
prestaciones,26394
terminen,26394
enano,26394
sucedió,26394
progreso,26394
"pasado,",26394
Jesús,26394
muestran,26394
tiembla,26394
indicaciones,26394
dejé,26394
Y,26394
2018,26394
permite,26394
verga,26394
pierde,26394
invito,26394
resultado,26394
Digo,26394
Hidalgo,26394
País,26394
Arregla,26394
gobernantes,26394
llegan,26394
títere,26394
logros,26394
ciudadanos.,26394
quieran,26394
oportunista,26394
TIENES,26394
"MORENA,",26394
robó,26394
"panista,",26394
termine,26394
populista,26394
Buenas,26394
"tienes,",26394
Puros,26394
Aguas,26394
ocupar,26394
as,26394
educación.,26394
civil,26394
Veracruz,26394
Pregunta,26394
sacan,26394
pagado,26394
daños,26394
perfil,26394
bolsillos,26394
16,26394
Ebrard,26394
merecen,26394
racismo,26394
N,26394
dile,26394
traes,26394
decía,26394
MEJOR,26394
campañas,26394
perdida,26394
escoria,26394
Guardia,26394
gastando,26394
Buena,26394
negocios,26394
Tantita,26394
leyendo,26394
"2,",26394
recuperar,26394
María,26394
compartir,26394
bajar,26394
federal,26394
podía,26394
Sale,26394
reciben,26394
poniendo,26394
pies,26394
"ella,",26394
muerta,26394
consecuencias,26394
casa.,26394
puerta,26394
entiendes,26394
malas,26394
iban,26394
marrana,26394
buscan,26394
veas,26394
quejas,26394
mero,26394
principios,26394
seguridad.,26394
temprano,26394
asesinatos,26394
pendejada,26394
parecen,26394
campaña.,26394
escuelas,26394
ahorro,26394
regrese,26394
👏👏,26394
tontos,26394
Habrá,26394
payaso,26394
elegido,26394
esto.,26394
aprender,26394
representantes,26394
lacras,26394
No.,26394
centro,26394
común,26394
promover,26394
preparados,26394
vía,26394
ellas.,26394
sentimos,26394
cargos,26394
usan,26394
GRACIAS,26394
#SalarioRosa,16608
#5toInformeEdomex,13351
#SalarioRosaVePorMas,9767
#5tolnformeEdomex,5397
mexiquenses,4595
#5informeEdomex,2639
#5toInformeEdoméx,1934
#SalarioRosaVaPorMas,1300
beneficiadas,1295
#5InformeEdoméx,1007
exelente,968
#5toInformeEdomèx,930
Señora,927
creciendo,709
#salariorosa,677
beneficiarias,654
Vieja,650
Mazo,637
Salario,636
#SeguimosDandoResultados,633
funeral,598
mazo,596
mexiquense,573
maridos,564
selfie,542
traidora,529
Tellez,526
mexiquenses.,521
"senadora,",509
Kenia,508
apollo,483
#5toInfomeEdomex,472
"Senadora,",464
#OrgullosamenteMexicanos,440
mentirosa,434
#5toInformeDeGobierno,410
Lily,393
Lela,389
hogar,382
tentación,374
taco,371
👍👏,367
Apoyando,366
marido,362
tellez,335
chicharrón,325
"Lilly,",317
trabajadoras,316
#5toInfomeEdoméx,310
lela,301
refina,298
Presidenta,295
#5InformeDeGobierno,293
Dra.,287
👏👍,286
Lili,285
Mexiquenses,284
selfies,280
hogares,276
brinda,276
senadora.,269
#salariorosavepormas,264
jefas,262
apoyó,262
"Señora,",256
#Toluca,253
Dando,253
insultar,246
Edomex,244
#salario,240
#Alfredodelmazo,239
TV,238
Ridícula,236
#SalarioRosaVePorMás,236
#alfredodelmazo,228
beneficiando,222
gritos,221
Orgullosamente,218
Rebsamen?,216
Jefa,214
"corrupta,",214
👍👏👏,214
"Téllez,",213
cínica,210
sumando,208
Toluca,206
reconociendo,201
emprendedoras,198
chismes,195
verdulera,191
sonaron,190
Citlali,190
"Marcelo,",189
recibieron,189
bruja,189
5to,189
vividora,187
azteca,187
"Rebsamen,",186
Xochitl,182
👏👏👍,177
Diputada,177
"Kenia,",177
✨,176
payasa,176
desprestigio,176
#5toinformeEdomex,176
tv,175
canciller,175
rebsamen,173
cumplidos,173
plátano,172
Xóchitl,169
Senadora.,165
marinos?,165
firmes,164
#GritoDeIndependencia,164
#salarioRosa,163
"Tellez,",162
Andrea,162
lilly,160
estimada,160
veneno,159
Corrupta,159
doctora,158
👍👏👏👏,157
preparada,155
apollos,155
#5InformeEdomex,155
Dra,154
brindado,154
impulso,154
"gobernador,",153
acarreado,150
"mentirosa,",150
presidenta.,149
#LadyPlatano,148
Huixquilucan,148
exelentes,148
esposo,146
audios,146
#SalarioRosaEstaContigo,146
deportivos,144
mexiquences,144
plátanos,144
amigas,143
sorpresa,143
#SalarioVePorMas,143
símbolos,142
CORRUPTA,141
grosera,140
Lilly.,140
#Salario,139
Claudia.,139
Gálvez,139
#5informedegobierno,138
corruptas,138
Cumpliendo,138
#5tolnformeEdoméx,137
compromisos,137
edomex,136
ridícula.,136
👏👏👏👍,136
Sheinbaum.,136
Téllez.,136
execelente,136
gritona,135
#salarioRosavapormas,134
"loca,",134
gobernador.,134
racional,133
claveles,133
Rébsamen,132
cenadora,132
Azteca,131
emprender,131
suman,130
"presidenta,",130
barriles,130
impulsando,130
sra.,130
regenta,127
👏👏👏👏👏👏👏,127
funeral.,126
insulta,126
cállese,126
desquiciada,125
tipa,125
litro,124
Doctora,124
terapias,124
"vulgar,",124
Gobernadora,124
trepadora,124
produce,123
ahorros,123
Ruiz,122
5toInformeEdomex,122
RT,121
trolebús,121
"comentario,",121
Canciller,120
Tlalpan,120
terminada,120
lady,120
apoyo!!,119
beneficencia,118
Exelentes,118
👌👌,118
Megusta,118
TRAIDORA,117
Rebsamen.,117
"funeral,",117
"ridícula,",116
#Huixquilucan,116
salinas,115
insultando,114
tribuna,114
entregando,114
borolas,114
"mexiquenses,",113
ridicula,113
#ColegioRebsamen19S,113
inmobiliario,112
mejorando,112
educada,111
Zócalo,110
lenguaje,110
Traidora,110
Iztapalapa,109
🥳,108
LELA,108
#ViveTuComunidad,108
jefatura,107
"Gobernador,",107
👋,107
lily,107
litros,107
#SalarioRosaContinua,107
inauguraron,106
Lady,106
loca.,106
comentario.,106
flaca,105
TELLEZ,104
verla,104
#TrolebusElevado,104
caballona,104
llaves,103
cumplidas,103
Apollo,103
Estimada,103
apoyo!,102
Circo,102
👋👋👋,102
Jajajajajajajajaja,101
refinar,101
👍👍👏👏,100
PRESIDENTA,100
líneas,100
estimado,100
culta,100
capacitaciones,100
#RebsamenNoSeOlvida,100
elevado,99
burra,99
psiquiatra,98
👍👍👍👍👍,98
caíste,98
chaira,97
"oficina,",97
"libro,",96
SEÑORA,96
Senado.,96
quinto,96
Traidor,96
prianistas,95
"Sheinbaum,",95
manicomio,95
senadora?,95
comes,95
Marcelo.,94
SENADORA,94
beneficiadas.,94
"candidata,",93
señora?,93
aspecto,92
hiena,92
presidenciable,91
chapulina,91
Asesina,91
legisladora,91
señora!,91
educación?,91
discriminación,91
Fuente:,90
solteras,90
"#SalarioRosa,",89
renunciar?,89
Alex,89
judía,89
"chicharrón,",89
mentirosa.,88
Loca,88
brujas,88
Nahle,88
Isabel,87
universitarios,87
servidora,87
"refinería,",87
apoyos.,87
secuestradora,86
Mentirosa,86
LILLY,86
pruebas.,86
Disculpa,86
refinado,86
estudio,86
"Lily,",85
👋👋,85
atacando,85
palera,85
culturales,84
tomarte,84
Cínica,84
bancarias,84
"propuestas,",84
torta,84
Tellez.,83
petición!,83
Bocas,83
terapia,83
Belisario,82
argumento,82
¡Firma,82
Amas,82
"diputada,",82
hernias,81
Familias,81
mexicanas.,81
funcionar,81
¿Vas,81
ambulancia,80
apariencia,80
naca,80
#AdanVa,80
"disculpa,",80
víbora,79
pésame,79
trabajo!!,79
"clasista,",79
🍌,79
hienas,79
Borolas,79
conciertos,79
911,78
patrios,78
arguendera,78
Refinería,78
jajajajajajajajaja,78
estupida,78
"cínica,",77
inaugurada,77
Apoyos,77
recreativos,77
chachalaca,76
alcaldías,76
#5,76
educacion,76
compañera,76
Libertad,76
61,76
más!!!,76
queja,76
mamás,75
Hermano,75
mexiquenses!!,75
"traidora,",75
REBSAMEN,75
lambiscona,75
CLAUDIA,74
intelectual,74
petróleo,74
Cash,74
feas,74
Citlalli,74
❤,74
Selfie,74
Execelente,74
🤝,73
#SalarioRosaVepormas,73
delegación,73
funerales,73
libro.,73
logrando,73
Seguir,72
Grupo,72
"argumentos,",72
vulgaridad,72
#5toInformeEdomex.,72
Cenadora,72
detiene,71
"delito,",71
féretro,71
pendeja.,71
escritorio,71
"jajajaja,",71
comadre,70
Chihuahua,70
jardín,70
"acarreados,",70
ladrona,70
👌👌👌,70
lectura,70
VIEJA,70
trenes,70
LOCA,70
Ridícula.,70
relaciones,70
🎪,69
preguntaron,69
inauguración,69
PRUEBAS,69
Alito?,69
funeral?,69
huevona,69
vulgar.,69
❤️❤️,69
Reconociendo,69
botox,68
resultados!!,68
dientes,68
arrabalera,68
"comentarios,",68
Cuenta,68
padre.,68
lili,68
lágrimas,68
"pendeja,",68
Claveles,68
"dices,",67
usuarios,67
chicas,67
locura,67
#SalarioRosavepormas,67
reportera,67
sandeces,67
refineria,67
#Salariorosa,67
aprobaron,67
Pensando,67
Premio,67
👍👌,67
vaca,67
CORRUPCIÓN,66
JAJAJAJAJAJAJA,66
acarreo,66
gordita,66
autobuses,66
shows,66
Florencia,66
culera,66
Lora,66
Maza,66
#5to,66
#DesfileMilitar,66
podrida,65
#DesfileCivicoMilitar2022,65
género.,65
👏👏👍👍,65
Gobernador.,65
papás,65
Quinto,65
ASESINA,65
#LadyHernias,65
barril,64
insultas,64
#5informe,64
consejeros,64
apoyarnos,64
robas,64
MUJER,64
"Evo,",64
rosa.,64
#SalarioRosa.,64
"cerebro,",63
autora,63
respondió,63
CIRCO,63
bienvenido.,63
Pruebas,63
contrato,63
beneficiado,63
campaña?,63
Paty,63
refinería?,63
#NiñosHéroes,63
"maridos,",63
traicionera,63
chistes,63
alfredo,63
#RobaMaridosTellez,62
140,62
chilangos,62
#5toinformeedomex,62
candidata.,62
aportas,62
"insultos,",62
conversión,62
"expresión,",62
#5toInformeEdoMex,62
mato,62
odio.,62
brindando,61
ilusa,61
pus,61
generosidad,61
llenan,61
escuchó,61
pasear,61
"tellez,",61
#EvoNoEresBienvenidoEnMexico,61
Kenia.,61
inventar,61
caigas,61
iPhone,61
más!!,61
burlas,61
fondos,61
apoyo!!!,61
inseguros,61
multa,61
"risa,",61
ganaste,60
diputada.,60
existía,60
anunciar,60
L12?,60
MARIDOS,60
comprensión,60
gritas,60
💖,60
gastado,60
cama,60
Cdmx,60
guacamaya,60
licencia,60
🥳🥳🥳,59
"tentación,",59
refinería.,59
novela,59
"pan,",59
fortaleciendo,59
Cinco,59
🎉🎉🎉,59
Gortari,59
🫶,59
"arrastrada,",59
rosas,59
"norte,",59
Jajaj,59
"miedo,",58
"#5toInformeEdomex,",58
Excelente!!!,58
diplomacia,58
5años,58
oídos,58
#salariorosavapormas,58
#5oInformeEdomex,58
corta,58
"género,",58
maridos.,58
ayudado,58
obesidad,58
rebsamen?,58
Sandra,57
seca,57
bruta,57
mató,57
"salario,",57
psiquiátrico,57
ganará,57
"grosera,",57
"Citlali,",57
elefante,57
ofendiendo,57
comentarios.,57
mitotera,57
locas,57
orgullosamente,57
Italia,57
dra,57
trabajó,57
disfrutas,57
lastre,57
Grasias,57
"Mujica,",57
🎉🎉,57
"apoyos,",57
💗,57
ingreso,57
tarada,57
funcionaria,56
arduo,56
Mexiquenses.,56
👏👏👏👏👏👏👏👏,56
delito.,56
👌🏻,56
presidenta?,56
poblanos,56
denostar,56
comportamiento,56
ofende,56
yegua,56
audio,56
Hija,56
escucho,56
traidora.,56
Payasa,56
Tómala,55
1990,55
"Norte,",55
piel,55
boca.,55
espiritual,55
desesperados,55
tomándose,55
kenia,55
señor.,55
turismo,55
bienvenidos,55
Genial,55
🎊,55
Excelente!!,55
Rébsamen?,55
mexiquense.,55
Rocio,55
economia,55
#OposicionCagada,55
competir,55
Pemex,55
guajiros,55
"leer,",55
puerca,55
chafa,55
Layda,55
derrumbe,55
¿Cuántos,55
corriente.,55
#orgullosamentemexicano,54
Avanzando,54
Mexicanas,54
bamos,54
agradecidas,54
Arrastrada,54
"mentiroso,",54
"rosa,",54
#SalarioRosaVePorMas.,54
Bandera,54
SalarioRosa,54
MENTIROSA,54
Acarreados,54
"gritar,",54
leer?,54
#DesfileCívicoMilitar2022,54
"sueldo,",54
moto,54
arde,54
terror,54
votarían,54
risa.,54
preocupada,54
elegida,54
montón,54
Pendeja,53
ruin,53
fox,53
"Fox,",53
#ladyplatano,53
#Borolas,53
apollando,53
inaugurar,53
quitarle,53
senadoras,53
"bienvenido,",53
careces,53
brindan,53
Bienvenidas,53
neuronas,53
reflejado,53
conservadora,53
"hermano,",53
beso,53
#5informeedomex,53
sobrepeso,52
hueca,52
ROBA,52
gata,52
plurinominales,52
BIENVENIDO,52
Roba,52
Casa,52
panza,52
"selfie,",52
telles,52
😂😂😂😂😂😂😂😂,52
👌👍,52
